Identifiant,Annee,NUM_SAGO,Entreprise,Etablissement,SCIAN,Adresse,Region,Mun,Longitude,Latitude,Emissions_totales,Emissions_bio_combustion,Emissions_bio_autres,Emissions_totales_sans_bio,Note
16903,2019,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,115883,2338,40063,73482,
16911,2021,54421730,Énergie Valero inc.,Terminal de Montréal-Est (Valéro),412110 : Grossistes de produits pétroliers,"7000, avenue Marien Montréal-Est (Québec), H1B 4W3",Montréal,Montréal-Est,-73.5302426,45.63455576,10316,0,0,10316,
16912,2021,28651388,"Énergir, s.e.c.",Société en commandite Gaz Métro,221210 : Distribution de gaz naturel,"1717, rue du Havre Montréal (Québec), H2K 2X3",Montréal,Montréal,,,57243,0,0,57243,
16913,2021,90368630,St. Marys Cement inc. (Canada),Cimenterie de Port-Daniel,327310 : Fab. de ciment,"50, Route 132 Port-Daniel-Gascons (Québec), G0C 2N0",Gaspésie--Îles-de-la-Madeleine,Port-Daniel--Gascons,-64.91376429,48.18888582,1432453,0,0,1432453,
16914,2021,X2079933,Compagnie Alpek Polyester Canada,Compagnie Alpek Polyester Canada,339990 : Toutes les autres activités diverses de fab.,"3498, Rue Broadway Montréal Qc  H1B 5B4, H1B 1B3",Montréal,Montréal-Est,-73.521325,45.63405833,19922,0,0,19922,
16917,2021,55592950,Mines Agnico Eagle limitée,Mine Goldex,212220 : Extraction de minerais d'or & d'argent,"1953, 3e Avenue Ouest Val-d'Or (Québec), J9P 7B2",Abitibi-Témiscamingue,Val-d'Or,-77.87320806,48.09259911,12719,0,0,12719,
16918,2021,90222761,Domtar inc.,Domtar inc. Usine de Windsor,322112 : Usines de pâte chimique,"609, rang 12 Windsor  (Québec), J1S 2L9",Estrie,Windsor,-71.978826,45.56441,1014129,894576,0,119553,
16920,2021,90096116,Glencore Canada Corporation,Mine Raglan,212232 : Extraction de minerais de nickel-cuivre,"Plateau Katiniq Nunavik (Québec), J0Y 1M0",Nord-du-Québec,Rivière-Koksoak                                           ,-73.67936111,61.68716667,150819,0,0,150819,
16921,2021,21651674,Aluminerie de Bécancour inc.,"Aluminerie de Bécancour inc., usine de Bécancour",331313 : Production primaire d'alumine & d'aluminium,"5555, rue Pierre-Thibault Bécancour (Québec), G9H 2T7",Centre-du-Québec,Bécancour,-72.38312222,46.38459444,818502,0,0,818502,
16922,2021,27674142,Régie intermunicipale de gestion des matières résiduelles de Brome-Missisquoi,Régie intermunicipale de gestion des matières résiduelles de Brome-Missisquoi,914110 : Administrations publiques autochtones,"2500, rang Saint-Joseph Cowansville (Québec), J2K 3G6",Estrie,Cowansville,-72.81386111,45.19030556,80064,6079,14427,59558,
16925,2021,X2085416,Canadian Royalties inc.,Nunavik Nickel,212232 : Extraction de minerais de nickel-cuivre,,Nord-du-Québec,Rivière-Koksoak                                           ,-73.42954464,61.56159075,118205,0,0,118205,
16926,2021,16457459,Matériaux spécialisés Louiseville inc.,Matériaux spécialisés Louiseville inc.,321216 : Usines de panneaux de particules & de fibres,"161, rue Saint-Paul Louiseville (Québec), J5V 2G9",Mauricie,Louiseville,-72.95058755,46.25804511,9954,0,0,9954,
16927,2015,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,107892,0,30005,77887,
16929,2016,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,107883,0,28726,79157,
16930,2017,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,110762,0,29438,81324,
16931,2018,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,146530,105,56748,89677,
16932,2021,52671898,Linde Canada inc.,"Linde Canada inc ""Pointe-aux-Trembles"" (Anciennement Praxair Canada inc)",325120 : Fab. de gaz industriels,"3500, 3e Avenue (P.-a.-T.) Montréal (Québec), H1B 4P9",Montréal,Montréal,-73.51903226,45.63797162,32795,0,0,32795,
16933,2020,X2093344,Société de développement durable d'Arthabaska inc.,Société de développement durable d'Arthabaska inc. Lieu d'enfouissement technique,562210 : Traitement & élimination des déchets,"318, route de la Grande-Ligne Saint-Rosaire (Québec), G0Z 1K0",Centre-du-Québec,Saint-Rosaire,-71.97515556,46.21608056,117944,2455,37357,78132,
16934,2021,12679825,"Produits Suncor Énergie, S.E.N.C.","Usine de soufre - Produits Suncor Énergie, S.E.N.C.",325189 : Fab. tous les autres prod. chim. inorg. de base,"11450, rue Cherrier Montréal-Est (Québec), H1B 1A6",Montréal,Montréal-Est,-73.52120289,45.63657772,21807,0,0,21807,
16935,2021,90523499,W. R. Grace Canada Corp.,W.R Grace Canada Corp.,325999 : Fab. de tous les autres prod. chimiques divers,"42, rue Fabre Salaberry-de-Valleyfield (Québec), J6S 4K7",Montérégie,Salaberry-de-Valleyfield,-74.11130556,45.265,31592,0,0,31592,
16936,2021,X1500623,Matériaux Heidelberg Canada Limitée,Matériaux Lehigh Hanson limitée (Usine de ciment),327310 : Fab. de ciment,"1235, chemin Kilmar Grenville-sur-la-Rouge (Québec), J0V 1B0",Laurentides,Grenville-sur-la-Rouge,-74.61406059,45.76767917,18,0,0,18,
16937,2021,52294329,Agropur coopérative,Agropur Coopérative - Usine de Plessisville,"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","2400, rue de la Coopérative Plessisville (Québec), G6L 3G8",Centre-du-Québec,Plessisville,-71.75918372,46.22420044,12616,0,0,12616,
16938,2021,54690359,Agropur coopérative,Agropur Coopérative - Usine de Beauceville,"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","75, avenue Lambert Beauceville (Québec), G5X 3N5",Chaudière-Appalaches,Beauceville,-70.81658333,46.24172222,10569,0,0,10569,
16939,2021,52485471,Agropur coopérative,Agropur Coopérative - Usine de Granby,"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","1100, rue Omer-Deslauriers Granby (Québec), J2J 0S7",Estrie,Granby,-72.77986111,45.3855,21642,0,0,21642,
16941,2021,53986931,PF Résolu Canada inc.,Produits forestiers Résolu - Usine de pâtes et papier Kénogami,322122 : Usines de papier journal,"3750, rue De Champlain Saguenay (Québec), G7X 1M1",Saguenay--Lac-Saint-Jean,Saguenay,-71.2435,48.42946944,24442,0,0,24442,
16943,2021,X0600605,Entreprise Indorama PTA Montréal S.E.C.,Entreprise Indorama PTA Montréal s.e.c.,325190 : Fab. d'autres produits chim. organiques de base,"10200, rue Sherbrooke Montréal-Est (Québec), H1B 1B4",Montréal,Montréal-Est,-73.5171,45.62018056,117289,457,0,116832,
16945,2021,27305903,Arcelormittal Coteau-du-Lac Société en commandite,ArcelorMittal Coteau-du-Lac SEC,"332810 : Revêt., gravure, trait. therm. & act. analogues","25, rue de l'Acier Coteau-du-Lac (Québec), J0P 1B0",Montérégie,Coteau-du-Lac,-74.20408333,45.30122222,13354,0,0,13354,
16947,2021,X2123406,Silicium Québec Société en commandite,Silicium Québec Société en commandite (usine principale),331110 : Sidérurgie,"6500, rue Yvon-Trudeau Bécancour (Québec), G9H 2V8",Centre-du-Québec,Bécancour,-72.38998739,46.37088638,264605,90029,0,174576,
16948,2021,90404385,Alcoa Canada Cie,Alcoa Canada Cie - Aluminerie de Baie-Comeau,331313 : Production primaire d'alumine & d'aluminium,"100, route Maritime Baie-Comeau (Québec), G4Z 2L6",Côte-Nord,Baie-Comeau,-68.14733428,49.25562657,524666,0,0,524666,
16950,2021,90308982,Société en commandite Boralex Énergie,Centrale énergétique Boralex Senneterre,221119 : Autres activités de production d'électricité,"190, chemin Saint-Pierre Senneterre (Québec), J0Y 2M0",Abitibi-Témiscamingue,Senneterre,-77.22298056,48.38363333,239487,233732,0,5755,
16951,2021,90475187,Olymel S.E.C.,Olymel s.e.c. (Ste-Rosalie),311615 : Transformation de la volaille,"3250, boulevard Laurier Est Saint-Hyacinthe (Québec), J2R 2B6",Montérégie,Saint-Hyacinthe,-72.91366667,45.63771667,10423,0,0,10423,
16952,2021,55523641,Olymel S.E.C.,Olymel s.e.c. (St-Esprit),311611 : Abattage d'animaux (sauf les volailles),"125, rue Saint-Isidore Saint-Esprit (Québec), J0K 2L0",Lanaudière,Saint-Esprit,-73.661829,45.905744,15756,0,0,15756,
16953,2021,90352964,Olymel S.E.C.,Olymel S.E.C. (Vallée-Jonction),311611 : Abattage d'animaux (sauf les volailles),,Chaudière-Appalaches,Vallée-Jonction,-70.92745,46.37055,8054,0,0,8054,
16954,2021,53539565,Fortress Specialty Cellulose inc.,Fortress Cellulose Spécialisée inc. (anc.: FPS Canada inc.),322112 : Usines de pâte chimique,"451, rue Victoria Thurso (Québec), J0X 3B0",Outaouais,Thurso,-75.25627778,45.59722222,81665,69180,0,12485,
16955,2021,X2003586,Felix Schoeller Inc.,"Felix Schoeller Inc., Drummondville",322121 : Usines de papier (sauf papier journal),"3075, rue Kunz Drummondville (Québec), J2C 6Y4",Centre-du-Québec,Drummondville,-72.54305503,45.87524943,15891,0,0,15891,
16957,2021,90234279,Régie de gestion des matières résiduelles de Manicouagan,Régie de gestion des matières résiduelles de Manicouagan,562210 : Traitement & élimination des déchets,"Ragueneau, G0H 1S0",Côte-Nord,Ragueneau,-68.47709775,49.15326653,20200,1523,4076,14601,
16958,2021,X2153356,Shawinigan aluminium inc.,Shawinigan Aluminium inc.,331529 : Fond. métaux non ferr. sauf moulage sous press.,"3201, avenue de l'Aluminium Shawinigan (Québec), G9N 0E9",Mauricie,Shawinigan,-72.73678056,46.5615,11230,0,0,11230,
16961,2021,X0007684,Hydro-Québec,Centrale de Kuujjuaq,221112 : Product. d'électr. à partir de combust. fossile,,Nord-du-Québec,Kuujjuaq,-68.40611111,58.11111111,13393,0,0,13393,
16962,2021,54115985,Hydro-Québec,Centrale thermique d'Hydro-Québec de Cap-aux-Meules,221112 : Product. d'électr. à partir de combust. fossile,"1034, chemin de La Vernière Case postale 8190 Les Îles-de-la-Madeleine (Québec), G4T 1R3",Gaspésie--Îles-de-la-Madeleine,Les Îles-de-la-Madeleine,-61.885802,47.374462,117049,0,0,117049,
16964,2021,51615219,Kruger Trois-Rivières S.E.C.,Kruger Trois-Rivières S.E.C.,322122 : Usines de papier journal,"3735, boulevard Gene-H.-Kruger Trois-Rivières (Québec), G9A 6B1",Mauricie,Trois-Rivières,-72.55666667,46.32611111,175849,74116,0,101733,
16966,2021,51624534,PF Résolu Canada inc.,PF Résolu Canada inc. (Saint-Thomas-Didyme),321111 : Scieries sauf usines de bard. & bard. de fente,"300, avenue du Moulin Saint-Thomas-Didyme (Québec), G0W 1P0",Saguenay--Lac-Saint-Jean,Saint-Thomas-Didyme,-72.66362778,48.90924444,15563,13290,0,2273,
16967,2021,52625118,Graymont (Qc) inc.,Graymont (QC) inc. - Usine de Bedford,327410 : Fab. de chaux,"1015, chemin de la Carrière Bedford (Québec), J0J 1A0",Estrie,Bedford,-73.00810497,45.10880176,411640,0,0,411640,
16968,2021,90307828,Chimie Parachem S.E.C.,Chimie ParaChem S.E.C.,325110 : Fab. de produits pétrochimiques,"3500, avenue Broadway Montréal-Est (Québec), H1B 5B4",Montréal,Montréal-Est,-73.52135341,45.63408931,230986,0,0,230986,
16970,2021,X2012359,Les Diamants Stornoway (Canada) inc.,Mine Renard (Foxtrot),212392 : Extraction de diamant,"Site Renard, 140 km au S-E de LG4 Baie-James (Québec), J0Y 2A0",Nord-du-Québec,Eeyou Istchee Baie-James,-72.18333333,52.81666667,63373,0,0,63373,
16971,2021,55033559,Société en commandite Stadacona WB,Commandité Stadacona WB ltée (papetière),322121 : Usines de papier (sauf papier journal),"10, boulevard des Capucins Québec (Québec), G1J 0G9",Capitale-Nationale,Québec,-71.21505556,46.82418056,120497,110827,0,9670,
16972,2021,55379713,ADM Agri-Industries Company,ADM Agri-Industries Company - Candiac,311990 : Fab. de tous les autres aliments,"155, avenue d'Iberia Candiac (Québec), J5R 3H1",Montérégie,Candiac,-73.51341667,45.40072222,36267,7238,8155,20874,
16973,2021,53221180,Graymont (Qc) inc.,Graymont (Qc) inc. (usine de Marbleton),327410 : Fab. de chaux,"303, rue Principale Ouest Dudswell (Québec), J0B 1G0",Estrie,Dudswell,-71.60526111,45.6211,184500,0,0,184500,
16974,2021,55245864,Groupe CRH Canada inc.,Groupe CRH Canada inc. - Cimenterie de Joliette,327310 : Fab. de ciment,"966, chemin des Prairies Joliette (Québec), J6E 6H7",Lanaudière,Saint-Thomas,-73.39971062,46.03338758,317230,11436,0,305794,
16976,2021,54162128,Produits Kruger S.E.C.,"Produits Kruger inc., Usine de Gatineau",322121 : Usines de papier (sauf papier journal),"20, rue Laurier Gatineau (Québec), J8X 4H3",Outaouais,Gatineau,-75.70951413,45.42738547,50244,0,0,50244,
16979,2021,54136049,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Usine de bouletage (Port-Cartier),212210 : Extraction de minerais de fer,"24, boulevard des Îles bureau 201 Port-Cartier (Québec), G5B 2H3",Côte-Nord,Port-Cartier,-66.79871094,50.03258101,802658,0,0,802658,
16980,2021,X2124650,ArcelorMittal Infrastructure Canada s.e.n.c.,Voies d'évitement /chemin de fer d'ArcelorMittal  - Port-Cartier- mine de Mont-Wright,488210 : Activités de soutien au transport ferroviaire,,Côte-Nord,Port-Cartier,-66.79168165,50.03470535,15075,0,0,15075,
16981,2021,52294303,Agropur coopérative,Agropur Coopérative - Usine de Notre-Dame-du-Bon-Conseil,"311515 : Fab. beurre, fromage, prod. laitier sec & conc.","81, rue Saint-Félix Notre-Dame-du-Bon-Conseil (Québec), J0C 1A0",Centre-du-Québec,Notre-Dame-du-Bon-Conseil,-72.33798611,46.00135833,16584,1017,0,15567,
16982,2021,54907720,Les forges de Sorel cie,Les Forges de Sorel cie,332113 : Forgeage,"100, rue McCarthy Saint-Joseph-de-Sorel (Québec), J3R 3M8",Montérégie,Saint-Joseph-de-Sorel,-73.12650174,46.04566926,43112,0,0,43112,
16983,2021,X0900848,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Mine Mont-Wright (Arcelormittal Mines Canada inc.),212210 : Extraction de minerais de fer,,Côte-Nord,Fermont,-67.32618023,52.76969095,252103,0,0,252103,
16984,2021,90510397,ArcelorMittal Exploitation Minière Canada s.e.n.c.,Mine du lac Fire (Arcelormittal Mines Canada inc.),212210 : Extraction de minerais de fer,,Côte-Nord,Rivière-Mouchalagane                                      ,-67.36647493,52.35632726,47144,0,0,47144,
16986,2021,90251398,Nexans Canada inc.,Nexans Canada inc.,"331420 : Laminage, étirage, extrusion & alliage du Cu","460, avenue Durocher Montréal-Est (Québec), H1B 5H6",Montréal,Montréal-Est,-73.5134278,45.62829153,21057,0,0,21057,
16988,2021,X2097474,Viterra Canada inc.,"Viterra Canada inc., Bécancour",311224 : Transformation des graines oléagineuses,"555, boulevard Alphonse-Deshaies Bécancour (Québec), G9H 2Y8",Centre-du-Québec,Bécancour,-72.37727,46.38672,53303,0,0,53303,
16990,2021,X1202205,Clermond Hamel ltée,Clermond Hamel ltée,321111 : Scieries sauf usines de bard. & bard. de fente,"25, 7e Rang Sud Saint-Éphrem-de-Beauce (Québec), G0M 1R0",Chaudière-Appalaches,Saint-Éphrem-de-Beauce,-70.91954948,46.07072197,13305,11514,0,1791,Donnée mise à jour depuis la dernière publication (10 novembre 2022)
16991,2021,11143492,Molson Canada 2005,Brasserie Molson de Montréal,312120 : Brasseries,"1555, rue Notre-Dame Est Montréal (Québec), H2L 2R5",Montréal,Montréal,-73.5482945,45.51877749,10420,0,0,10420,
16993,2021,90518259,Iamgold Corporation,Mine Doyon,212220 : Extraction de minerais d'or & d'argent,"Preissac (Québec), J0Y 1E0",Abitibi-Témiscamingue,Preissac,-78.52717351,48.25820205,11905,0,0,11905,
16994,2021,53995098,Glencore Canada Corporation,Glencore Canada Corporation - Affinerie CCR,331410 : Fonte & affinage métaux non ferreux (sauf Al),"220, avenue Durocher Montréal-Est (Québec), H1B 5H6",Montréal,Montréal-Est,-73.50762783,45.62733523,51257,0,0,51257,
16995,2021,17868522,Busque & Laflamme inc.,Busque & Laflamme inc.,321111 : Scieries sauf usines de bard. & bard. de fente,"52, route du Lac-Poulin Saint-Benoît-Labre (Québec), G0M 1P0",Chaudière-Appalaches,Saint-Benoît-Labre,-70.797568,46.08063,10999,10443,0,556,Donnée mise à jour depuis la dernière publication (10 novembre 2022)
16996,2021,X2108923,Canadian Malartic GP,Mine Canadian Malartic,212220 : Extraction de minerais d'or & d'argent,"100, chemin du Lac Mourier C.P. 2040 Malartic (Québec), J0Y 1Z0",Abitibi-Témiscamingue,Malartic,-78.10538682,48.1157836,219283,0,0,219283,
16998,2021,X1601876,Owens Corning Celfortec LP,Owens Corning Celfortec LP,326140 : Fab. de produits en mousse de polystyrène,"542, rue Gaétan Salaberry-de-Valleyfield (Québec), J6S 4V3",Montérégie,Salaberry-de-Valleyfield,-74.1554,45.2645,162881,0,0,162881,
16999,2021,90529991,Société en Commandite Gazoduc TQM,Gazoduc TQM,486210 : Transport du gaz naturel par gazoduc,"1, PLACE VILLE-MARIE #2220     MONTREAL  (siège social), H3B 3M4",Montréal,Montréal,,,26519,0,0,26519,En cours de validation
17000,2021,90510835,TransCanada Pipelines limited,TransCanada Pipelines Limited,486210 : Transport du gaz naturel par gazoduc,"1370, montée Chénier Les Cèdres (Québec), J7T 1L8",Montérégie,Les Cèdres,-74.12635556,45.36972778,49423,0,0,49423,
17004,2021,53968913,PF Résolu Canada inc.,PF Résolu Canada inc. - Usine de Gatineau,322122 : Usines de papier journal,"79, rue Main Gatineau (Québec), J8P 4X6",Outaouais,Gatineau,-75.65260556,45.47924722,311237,267099,0,44138,
17005,2021,51932317,Sivaco Wire Group 2004 L.P.,Sivaco,331222 : Étirage de fils d'acier,"800, rue Ouellette Marieville (Québec), J3M 1P5",Montérégie,Marieville,-73.1675,45.43694444,14792,0,0,14792,
17006,2021,54697867,Mintech Canada inc.,Mintech Canada inc.,327990 : Fab. de tous les autres prod. miné. non métall.,"609, 12e Rang Windsor (Québec), J1S 2X2",Estrie,Windsor,-71.98038499,45.56393742,18941,0,0,18941,Donnée mise à jour depuis la dernière publication (10 novembre 2022)
17011,2021,52978491,Elkem Métal Canada inc.,Elkem Métal Canada inc.,332999 : Fab. de tous les autres produits métall. divers,"2020, chemin de la Réserve Saguenay (Québec), G7J 0E1",Saguenay--Lac-Saint-Jean,Saguenay,-71.13116547,48.4123772,162881,35554,1,127326,
17012,2021,X2103303,Minerai de fer Québec inc.,Mine de fer du lac Bloom,212210 : Extraction de minerais de fer,"755, Route 389 Fermont (Québec), G0G 1J0",Côte-Nord,Fermont,-67.24153843,52.84653829,83918,0,0,83918,
